"","Response","Predictor","Estimate","Std.Error","DF","Crit.Value","P.Value","Std.Estimate","","date_2"
"3401","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.0687,0.0177,1050,3.8818,1e-04,0.0507,"***",2020-06-26
"3402","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.434,0.028,1050,15.4947,0,0.4335,"***",2020-06-26
"3403","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.798,0.4048,21,-1.9716,0.062,-0.1981,"",2020-06-26
"3404","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.3886,12.5245,21,-1.3884,0.1796,-0.1406,"",2020-06-26
"3405","l3.log.admin1_inflow_trip_count.per1M","M_pct",21.0171,6.6228,21,3.1734,0.0046,0.3281,"**",2020-06-26
"3406","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.085,0.0169,1050,-5.0219,0,-0.04,"***",2020-06-26
"3407","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",7.016,1.6157,1050,4.3425,0,0,"***",2020-06-26
"3408","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.047,0.0106,1050,4.4342,0,0.0358,"***",2020-06-26
"3409","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.3405,0.0288,1050,11.8026,0,0.3404,"***",2020-06-26
"3410","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.8132,0.2173,21,12.9486,0,0.6707,"***",2020-06-26
"3411","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",0.1582,5.5635,21,0.0284,0.9776,0.0012,"",2020-06-26
"3412","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-9.0187,2.938,21,-3.0696,0.0058,-0.1352,"**",2020-06-26
"3413","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0698,0.0149,1050,-4.6965,0,-0.0315,"***",2020-06-26
"3414","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.9931,0.8443,1050,3.5451,4e-04,0,"***",2020-06-26
"3415","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0399,0.0081,1050,4.9091,0,0.061,"***",2020-06-26
"3416","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.3577,0.0235,1050,15.2312,0,0.357,"***",2020-06-26
"3417","l22.log.admin2_inbound_trip_count.per1M","rwi",1.1443,0.1034,21,11.068,0,0.5079,"***",2020-06-26
"3418","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",5.2142,2.9382,21,1.7746,0.0905,0.0754,"",2020-06-26
"3419","l22.log.admin2_inbound_trip_count.per1M","M_pct",3.6408,1.5402,21,2.3637,0.0278,0.1016,"*",2020-06-26
"3420","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3016,0.0134,1050,-22.564,0,-0.2533,"***",2020-06-26
"3421","log.new_cases.per1M","(Intercept)",-2.5352,3.2261,1066,-0.7858,0.4321,0,"",2020-06-27
"3422","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.1253,0.0469,1066,-2.6698,0.0077,-0.1133,"**",2020-06-27
"3423","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1693,0.0614,1066,-2.758,0.0059,-0.1595,"**",2020-06-27
"3424","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.4892,0.0528,1066,9.2646,0,0.2477,"***",2020-06-27
"3425","log.new_cases.per1M","l1.log.new_cases.per1M",0.8099,0.0161,1066,50.4204,0,0.8111,"***",2020-06-27
"3426","log.new_cases.per1M","weekend",-0.0422,0.0318,1066,-1.3285,0.1843,-0.0181,"",2020-06-27
"3427","log.new_cases.per1M","rwi",-0.295,0.4481,5,-0.6584,0.5394,-0.0662,"",2020-06-27
"3428","log.new_cases.per1M","X65p_pct",-6.561,11.0208,5,-0.5953,0.5775,-0.048,"",2020-06-27
"3429","log.new_cases.per1M","M_pct",2.082,6.0444,5,0.3445,0.7445,0.0294,"",2020-06-27
"3430","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-6.8994,3.5739,1050,-1.9305,0.0538,0,"",2020-06-27
"3431","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.0683,0.0182,1050,3.7533,2e-04,0.0506,"***",2020-06-27
"3432","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4343,0.028,1050,15.4831,0,0.4343,"***",2020-06-27
"3433","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.7972,0.4042,21,-1.9725,0.0619,-0.1979,"",2020-06-27
"3434","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.3309,12.5053,21,-1.3859,0.1803,-0.1402,"",2020-06-27
"3435","l3.log.admin1_inflow_trip_count.per1M","M_pct",21.0371,6.613,21,3.1812,0.0045,0.3284,"**",2020-06-27
"3436","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.085,0.0169,1050,-5.0207,0,-0.0399,"***",2020-06-27
"3437","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",7.0279,1.6203,1050,4.3374,0,0,"***",2020-06-27
"3438","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.048,0.011,1050,4.3659,0,0.036,"***",2020-06-27
"3439","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.3412,0.0288,1050,11.8367,0,0.341,"***",2020-06-27
"3440","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.814,0.2178,21,12.923,0,0.6704,"***",2020-06-27
"3441","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",0.1626,5.5803,21,0.0291,0.977,0.0013,"",2020-06-27
"3442","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-9.054,2.9467,21,-3.0726,0.0058,-0.1356,"**",2020-06-27
"3443","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0709,0.0148,1050,-4.7841,0,-0.032,"***",2020-06-27
"3444","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.9883,0.8477,1050,3.5253,4e-04,0,"***",2020-06-27
"3445","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0358,0.0084,1050,4.2852,0,0.0537,"***",2020-06-27
"3446","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.3552,0.0233,1050,15.2755,0,0.355,"***",2020-06-27
"3447","l22.log.admin2_inbound_trip_count.per1M","rwi",1.1528,0.1036,21,11.1327,0,0.5113,"***",2020-06-27
"3448","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",5.2166,2.9505,21,1.768,0.0916,0.0754,"",2020-06-27
"3449","l22.log.admin2_inbound_trip_count.per1M","M_pct",3.7283,1.5465,21,2.4108,0.0252,0.104,"*",2020-06-27
"3450","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3032,0.0133,1050,-22.7311,0,-0.2545,"***",2020-06-27
"3451","log.new_cases.per1M","(Intercept)",-2.6242,3.2822,1066,-0.7995,0.4242,0,"",2020-06-28
"3452","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.1253,0.0473,1066,-2.6492,0.0082,-0.1133,"**",2020-06-28
"3453","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1632,0.0618,1066,-2.643,0.0083,-0.1537,"**",2020-06-28
"3454","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.5019,0.0523,1066,9.6006,0,0.2553,"***",2020-06-28
"3455","log.new_cases.per1M","l1.log.new_cases.per1M",0.8075,0.0162,1066,49.7618,0,0.8071,"***",2020-06-28
"3456","log.new_cases.per1M","weekend",-0.0502,0.032,1066,-1.57,0.1167,-0.0215,"",2020-06-28
"3457","log.new_cases.per1M","rwi",-0.3422,0.4542,5,-0.7532,0.4852,-0.0768,"",2020-06-28
"3458","log.new_cases.per1M","X65p_pct",-6.6192,11.2186,5,-0.59,0.5808,-0.0484,"",2020-06-28
"3459","log.new_cases.per1M","M_pct",2.0295,6.1483,5,0.3301,0.7547,0.0286,"",2020-06-28
"3460","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-6.9491,3.6009,1050,-1.9299,0.0539,0,"",2020-06-28
"3461","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.0746,0.0187,1050,3.9808,1e-04,0.0552,"***",2020-06-28
"3462","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4313,0.028,1050,15.38,0,0.4313,"***",2020-06-28
"3463","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.8004,0.4072,21,-1.9657,0.0627,-0.1987,"",2020-06-28
"3464","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.3318,12.5995,21,-1.3756,0.1834,-0.1402,"",2020-06-28
"3465","l3.log.admin1_inflow_trip_count.per1M","M_pct",21.1171,6.6619,21,3.1698,0.0046,0.3297,"**",2020-06-28
"3466","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0858,0.0169,1050,-5.0802,0,-0.0403,"***",2020-06-28
"3467","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",7.0457,1.6273,1050,4.3298,0,0,"***",2020-06-28
"3468","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.051,0.0114,1050,4.4593,0,0.0376,"***",2020-06-28
"3469","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.3383,0.0288,1050,11.7634,0,0.3384,"***",2020-06-28
"3470","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.8226,0.2183,21,12.9274,0,0.6726,"***",2020-06-28
"3471","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",0.2445,5.6052,21,0.0436,0.9656,0.0019,"",2020-06-28
"3472","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-9.0993,2.9596,21,-3.0745,0.0058,-0.1363,"**",2020-06-28
"3473","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0705,0.0148,1050,-4.7677,0,-0.0318,"***",2020-06-28
"3474","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",3.0018,0.8527,1050,3.5201,4e-04,0,"***",2020-06-28
"3475","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0299,0.0086,1050,3.4601,6e-04,0.0439,"***",2020-06-28
"3476","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.3528,0.0235,1050,15.04,0,0.3509,"***",2020-06-28
"3477","l22.log.admin2_inbound_trip_count.per1M","rwi",1.1626,0.1043,21,11.1518,0,0.5129,"***",2020-06-28
"3478","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",5.203,2.9685,21,1.7527,0.0942,0.0748,"",2020-06-28
"3479","l22.log.admin2_inbound_trip_count.per1M","M_pct",3.7737,1.556,21,2.4253,0.0244,0.1047,"*",2020-06-28
"3480","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3148,0.0133,1050,-23.6517,0,-0.2651,"***",2020-06-28
"3481","log.new_cases.per1M","(Intercept)",-2.5659,3.4463,1066,-0.7446,0.4567,0,"",2020-06-29
"3482","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.1362,0.0477,1066,-2.8544,0.0044,-0.1226,"**",2020-06-29
"3483","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1808,0.0624,1066,-2.8957,0.0039,-0.1693,"**",2020-06-29
"3484","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.4983,0.0521,1066,9.5712,0,0.2539,"***",2020-06-29
"3485","log.new_cases.per1M","l1.log.new_cases.per1M",0.803,0.0165,1066,48.5442,0,0.7985,"***",2020-06-29
"3486","log.new_cases.per1M","weekend",-0.05,0.0326,1066,-1.5331,0.1256,-0.0211,"",2020-06-29
"3487","log.new_cases.per1M","rwi",-0.2824,0.4707,5,-0.6,0.5746,-0.063,"",2020-06-29
"3488","log.new_cases.per1M","X65p_pct",-7.0836,11.8052,5,-0.6,0.5746,-0.0515,"",2020-06-29
"3489","log.new_cases.per1M","M_pct",2.3151,6.4508,5,0.3589,0.7343,0.0325,"",2020-06-29
"3490","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-6.9944,3.6224,1050,-1.9309,0.0538,0,"",2020-06-29
"3491","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.0928,0.0192,1050,4.832,0,0.0686,"***",2020-06-29
"3492","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4316,0.0284,1050,15.1764,0,0.4307,"***",2020-06-29
"3493","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.8027,0.4096,21,-1.9597,0.0634,-0.1989,"",2020-06-29
"3494","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.1402,12.6738,21,-1.3524,0.1906,-0.1384,"",2020-06-29
"3495","l3.log.admin1_inflow_trip_count.per1M","M_pct",21.0506,6.7022,21,3.1408,0.0049,0.328,"**",2020-06-29
"3496","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0927,0.017,1050,-5.4396,0,-0.0435,"***",2020-06-29
"3497","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",7.0555,1.6363,1050,4.3119,0,0,"***",2020-06-29
"3498","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0563,0.0118,1050,4.7722,0,0.0411,"***",2020-06-29
"3499","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.3356,0.0288,1050,11.6347,0,0.3356,"***",2020-06-29
"3500","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.8326,0.2194,21,12.9127,0,0.675,"***",2020-06-29
"3501","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",0.3302,5.6368,21,0.0586,0.9538,0.0026,"",2020-06-29
"3502","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-9.151,2.9763,21,-3.0747,0.0057,-0.1371,"**",2020-06-29
"3503","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0729,0.0146,1050,-4.9811,0,-0.0332,"***",2020-06-29
"3504","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.8771,0.8285,1050,3.4727,5e-04,0,"***",2020-06-29
"3505","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0364,0.0089,1050,4.108,0,0.0524,"***",2020-06-29
"3506","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.3734,0.0231,1050,16.1918,0,0.3707,"***",2020-06-29
"3507","l22.log.admin2_inbound_trip_count.per1M","rwi",1.1278,0.1015,21,11.1083,0,0.494,"***",2020-06-29
"3508","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",5.2006,2.8843,21,1.8031,0.0857,0.0742,"",2020-06-29
"3509","l22.log.admin2_inbound_trip_count.per1M","M_pct",3.635,1.5118,21,2.4044,0.0255,0.1001,"*",2020-06-29
"3510","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3306,0.0134,1050,-24.7215,0,-0.2765,"***",2020-06-29
"3511","log.new_cases.per1M","(Intercept)",-2.2102,3.4034,1066,-0.6494,0.5162,0,"",2020-06-30
"3512","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.1344,0.0482,1066,-2.7881,0.0054,-0.1209,"**",2020-06-30
"3513","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1839,0.0631,1066,-2.914,0.0036,-0.1717,"**",2020-06-30
"3514","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.449,0.05,1066,8.9751,0,0.2321,"***",2020-06-30
"3515","log.new_cases.per1M","l1.log.new_cases.per1M",0.796,0.0168,1066,47.4651,0,0.7944,"***",2020-06-30
"3516","log.new_cases.per1M","weekend",-0.052,0.033,1066,-1.5752,0.1155,-0.0219,"",2020-06-30
"3517","log.new_cases.per1M","rwi",-0.1826,0.4667,5,-0.3912,0.7117,-0.0407,"",2020-06-30
"3518","log.new_cases.per1M","X65p_pct",-6.8156,11.6538,5,-0.5848,0.5841,-0.0495,"",2020-06-30
"3519","log.new_cases.per1M","M_pct",2.4437,6.38,5,0.383,0.7174,0.0342,"",2020-06-30
"3520","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-6.9509,3.5956,1050,-1.9331,0.0535,0,"",2020-06-30
"3521","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.0906,0.0195,1050,4.6453,0,0.067,"***",2020-06-30
"3522","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4361,0.0282,1050,15.4575,0,0.4356,"***",2020-06-30
"3523","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.7991,0.4066,21,-1.9654,0.0627,-0.1978,"",2020-06-30
"3524","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.0775,12.5798,21,-1.3575,0.189,-0.1377,"",2020-06-30
"3525","l3.log.admin1_inflow_trip_count.per1M","M_pct",20.9314,6.6522,21,3.1465,0.0049,0.3258,"**",2020-06-30
"3526","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0914,0.017,1050,-5.3912,0,-0.0432,"***",2020-06-30
"3527","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",7.016,1.6137,1050,4.3477,0,0,"***",2020-06-30
"3528","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0505,0.0122,1050,4.1362,0,0.0366,"***",2020-06-30
"3529","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.3422,0.0288,1050,11.8845,0,0.3424,"***",2020-06-30
"3530","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.8019,0.2171,21,12.9071,0,0.6681,"***",2020-06-30
"3531","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",0.3849,5.5568,21,0.0693,0.9454,0.003,"",2020-06-30
"3532","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-9.091,2.9346,21,-3.0978,0.0055,-0.1363,"**",2020-06-30
"3533","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0717,0.0147,1050,-4.865,0,-0.0327,"***",2020-06-30
"3534","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.5643,0.7248,1050,3.538,4e-04,0,"***",2020-06-30
"3535","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0258,0.01,1050,2.594,0.0096,0.0361,"**",2020-06-30
"3536","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.448,0.0244,1050,18.3349,0,0.4407,"***",2020-06-30
"3537","l22.log.admin2_inbound_trip_count.per1M","rwi",0.985,0.0918,21,10.7259,0,0.4244,"***",2020-06-30
"3538","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",4.4991,2.5137,21,1.7898,0.0879,0.0632,"",2020-06-30
"3539","l22.log.admin2_inbound_trip_count.per1M","M_pct",3.1719,1.3182,21,2.4062,0.0254,0.0859,"*",2020-06-30
"3540","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3155,0.0148,1050,-21.2752,0,-0.2573,"***",2020-06-30
"3541","log.new_cases.per1M","(Intercept)",-2.166,3.2591,1066,-0.6646,0.5064,0,"",2020-07-01
"3542","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.1152,0.0478,1066,-2.4068,0.0163,-0.1036,"*",2020-07-01
"3543","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.182,0.0637,1066,-2.8581,0.0043,-0.1701,"**",2020-07-01
"3544","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.4615,0.0499,1066,9.2457,0,0.2389,"***",2020-07-01
"3545","log.new_cases.per1M","l1.log.new_cases.per1M",0.7929,0.0169,1066,47.0411,0,0.7934,"***",2020-07-01
"3546","log.new_cases.per1M","weekend",-0.0533,0.0331,1066,-1.6076,0.1082,-0.0225,"",2020-07-01
"3547","log.new_cases.per1M","rwi",-0.1888,0.4546,5,-0.4153,0.6951,-0.0421,"",2020-07-01
"3548","log.new_cases.per1M","X65p_pct",-6.0098,11.1367,5,-0.5396,0.6126,-0.0436,"",2020-07-01
"3549","log.new_cases.per1M","M_pct",1.8797,6.1141,5,0.3074,0.7709,0.0263,"",2020-07-01
"3550","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-6.9226,3.5646,1050,-1.942,0.0524,0,"",2020-07-01
"3551","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.0916,0.02,1050,4.5807,0,0.0678,"***",2020-07-01
"3552","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4403,0.0282,1050,15.5894,0,0.4405,"***",2020-07-01
"3553","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.7886,0.4031,21,-1.9566,0.0638,-0.1953,"",2020-07-01
"3554","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-16.8385,12.4709,21,-1.3502,0.1913,-0.1358,"",2020-07-01
"3555","l3.log.admin1_inflow_trip_count.per1M","M_pct",20.7959,6.5958,21,3.1529,0.0048,0.3238,"**",2020-07-01
"3556","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0887,0.0172,1050,-5.1559,0,-0.0419,"***",2020-07-01
"3557","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",7.0377,1.6027,1050,4.3911,0,0,"***",2020-07-01
"3558","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0463,0.0126,1050,3.6875,2e-04,0.0333,"***",2020-07-01
"3559","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.3404,0.0288,1050,11.8356,0,0.3405,"***",2020-07-01
"3560","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.8087,0.2159,21,13.0103,0,0.6698,"***",2020-07-01
"3561","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",0.186,5.5167,21,0.0337,0.9734,0.0014,"",2020-07-01
"3562","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-9.0673,2.9139,21,-3.1118,0.0053,-0.136,"**",2020-07-01
"3563","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.067,0.015,1050,-4.4612,0,-0.0303,"***",2020-07-01
"3564","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.9409,0.8263,1050,3.5591,4e-04,0,"***",2020-07-01
"3565","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0281,0.0106,1050,2.6484,0.0082,0.039,"**",2020-07-01
"3566","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.3677,0.0242,1050,15.1777,0,0.3674,"***",2020-07-01
"3567","l22.log.admin2_inbound_trip_count.per1M","rwi",1.132,0.102,21,11.098,0,0.4874,"***",2020-07-01
"3568","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",5.1156,2.8735,21,1.7803,0.0895,0.0717,"",2020-07-01
"3569","l22.log.admin2_inbound_trip_count.per1M","M_pct",3.6524,1.506,21,2.4252,0.0244,0.0989,"*",2020-07-01
"3570","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3215,0.0154,1050,-20.8432,0,-0.2619,"***",2020-07-01
"3571","log.new_cases.per1M","(Intercept)",-2.4021,3.5098,1066,-0.6844,0.4939,0,"",2020-07-02
"3572","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.1331,0.0483,1066,-2.7537,0.006,-0.1201,"**",2020-07-02
"3573","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1835,0.0634,1066,-2.8937,0.0039,-0.1718,"**",2020-07-02
"3574","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.4609,0.0495,1066,9.3143,0,0.2392,"***",2020-07-02
"3575","log.new_cases.per1M","l1.log.new_cases.per1M",0.7875,0.0169,1066,46.6512,0,0.7892,"***",2020-07-02
"3576","log.new_cases.per1M","weekend",-0.0522,0.0329,1066,-1.5835,0.1136,-0.0221,"",2020-07-02
"3577","log.new_cases.per1M","rwi",-0.2162,0.4772,5,-0.453,0.6695,-0.0483,"",2020-07-02
"3578","log.new_cases.per1M","X65p_pct",-6.5733,12.0364,5,-0.5461,0.6085,-0.0478,"",2020-07-02
"3579","log.new_cases.per1M","M_pct",2.6661,6.5704,5,0.4058,0.7017,0.0374,"",2020-07-02
"3580","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-6.9523,3.5745,1050,-1.945,0.052,0,"",2020-07-02
"3581","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.0998,0.0203,1050,4.912,0,0.0741,"***",2020-07-02
"3582","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4398,0.028,1050,15.6932,0,0.4395,"***",2020-07-02
"3583","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.7937,0.4042,21,-1.9637,0.0629,-0.1964,"",2020-07-02
