"","X.Intercept.","date_2","sub_model","lockdown_level","se"
"19",0.0224770485859058,2020-06-26,"model_4","1",0.0143941661332725
"243",-0.0685115620356837,2020-06-26,"model_4","2",0.0143941661332725
"3113",0.0460345134497797,2020-06-26,"model_4","3",0.0143941661332725
"110",0.0255120767774305,2020-06-27,"model_4","1",0.0145332826332375
"244",-0.0727700621940263,2020-06-27,"model_4","2",0.0145332826332375
"3114",0.0472579854165879,2020-06-27,"model_4","3",0.0145332826332375
"111",0.0066938059119737,2020-06-28,"model_4","1",0.0146704938609122
"245",-0.0653639794277767,2020-06-28,"model_4","2",0.0146704938609122
"3115",0.0586701735158063,2020-06-28,"model_4","3",0.0146704938609122
"112",-0.000298441873539027,2020-06-29,"model_4","1",0.0142334544391663
"246",-0.0554908327849286,2020-06-29,"model_4","2",0.0142334544391663
"3116",0.0557892746584652,2020-06-29,"model_4","3",0.0142334544391663
"113",-0.0403076664106037,2020-06-30,"model_4","1",0.0118547449113004
"247",-0.0371055730517762,2020-06-30,"model_4","2",0.0118547449113004
"3117",0.0774132394623841,2020-06-30,"model_4","3",0.0118547449113004
"114",-0.016573501276512,2020-07-01,"model_4","1",0.013917938185623
"248",-0.0523591426904147,2020-07-01,"model_4","2",0.013917938185623
"3118",0.0689326439669288,2020-07-01,"model_4","3",0.013917938185623
"115",-0.0101039479147061,2020-07-02,"model_4","1",0.0137358826984494
"249",-0.0533069395593101,2020-07-02,"model_4","2",0.0137358826984494
"3119",0.0634108874740158,2020-07-02,"model_4","3",0.0137358826984494
"116",-0.000357787354151106,2020-07-03,"model_4","1",0.0134223507741379
"250",-0.0563011829725919,2020-07-03,"model_4","2",0.0134223507741379
"3120",0.0566589703267363,2020-07-03,"model_4","3",0.0134223507741379
"117",-0.00604787764151082,2020-07-04,"model_4","1",0.0135886770922298
"251",-0.054508098395986,2020-07-04,"model_4","2",0.0135886770922298
"3121",0.0605559760374884,2020-07-04,"model_4","3",0.0135886770922298
"118",-0.00223207150911277,2020-07-05,"model_4","1",0.0135162498658401
"252",-0.0542747496853647,2020-07-05,"model_4","2",0.0135162498658401
"3122",0.0565068211944747,2020-07-05,"model_4","3",0.0135162498658401
"119",-0.00506630476874602,2020-07-06,"model_4","1",0.0135035359285074
"253",-0.0517966948291606,2020-07-06,"model_4","2",0.0135035359285074
"3123",0.0568629995979065,2020-07-06,"model_4","3",0.0135035359285074
"120",-0.00647285047793414,2020-07-07,"model_4","1",0.0134348038235636
"254",-0.0530990144375113,2020-07-07,"model_4","2",0.0134348038235636
"3124",0.0595718649154464,2020-07-07,"model_4","3",0.0134348038235636
"121",0.00128284610622177,2020-07-08,"model_4","1",0.0132120434983484
"255",-0.050186984560781,2020-07-08,"model_4","2",0.0132120434983484
"3125",0.0489041384545624,2020-07-08,"model_4","3",0.0132120434983484
"122",0.00203795528277384,2020-07-09,"model_4","1",0.0126107601183498
"256",-0.0615589899463461,2020-07-09,"model_4","2",0.0126107601183498
"3126",0.0595210346635684,2020-07-09,"model_4","3",0.0126107601183498
"123",0.00955946617564714,2020-07-10,"model_4","1",0.0123120845744858
"257",-0.0603655380148464,2020-07-10,"model_4","2",0.0123120845744858
"3127",0.0508060718392019,2020-07-10,"model_4","3",0.0123120845744858
"124",0.0143329002378863,2020-07-11,"model_4","1",0.0121180709343403
"258",-0.0609773971884893,2020-07-11,"model_4","2",0.0121180709343403
"3128",0.0466444969506026,2020-07-11,"model_4","3",0.0121180709343403
"125",0.019016628418044,2020-07-12,"model_4","1",0.0119303280907949
"259",-0.0621256130745425,2020-07-12,"model_4","2",0.0119303280907949
"3129",0.0431089846564972,2020-07-12,"model_4","3",0.0119303280907949
"126",0.0197833300448788,2020-07-13,"model_4","1",0.0120823656572793
"260",-0.0595951113800568,2020-07-13,"model_4","2",0.0120823656572793
"3130",0.0398117813351767,2020-07-13,"model_4","3",0.0120823656572793
"127",0.0234906286930489,2020-07-14,"model_4","1",0.0121850511374603
"261",-0.0653466869820349,2020-07-14,"model_4","2",0.0121850511374603
"3131",0.0418560582889893,2020-07-14,"model_4","3",0.0121850511374603
"128",0.0290692738460581,2020-07-15,"model_4","1",0.0120067223945093
"262",-0.0599880291293789,2020-07-15,"model_4","2",0.0120067223945093
"3132",0.030918755283321,2020-07-15,"model_4","3",0.0120067223945093
"129",0.0316027930867748,2020-07-16,"model_4","1",0.0118998453152897
"263",-0.061391444664674,2020-07-16,"model_4","2",0.0118998453152897
"3133",0.0297886515778961,2020-07-16,"model_4","3",0.0118998453152897
"130",0.0315054024021027,2020-07-17,"model_4","1",0.011968134701361
"264",-0.0604929326898351,2020-07-17,"model_4","2",0.011968134701361
"3134",0.0289875302877428,2020-07-17,"model_4","3",0.011968134701361
"131",0.033702000417347,2020-07-18,"model_4","1",0.0119845722206386
"265",-0.0603642099634761,2020-07-18,"model_4","2",0.0119845722206386
"3135",0.0266622095461273,2020-07-18,"model_4","3",0.0119845722206386
"132",0.0340980673399171,2020-07-19,"model_4","1",0.0117023832113558
"266",-0.0658858211465085,2020-07-19,"model_4","2",0.0117023832113558
"3136",0.0317877538065909,2020-07-19,"model_4","3",0.0117023832113558
"133",0.0389700524663461,2020-07-20,"model_4","1",0.0117771331306869
"267",-0.0633878794393904,2020-07-20,"model_4","2",0.0117771331306869
"3137",0.0244178269730437,2020-07-20,"model_4","3",0.0117771331306869
"134",0.0389864606819117,2020-07-21,"model_4","1",0.0117448905476638
"268",-0.0660619257042154,2020-07-21,"model_4","2",0.0117448905476638
"3138",0.0270754650223131,2020-07-21,"model_4","3",0.0117448905476638
"135",0.0423303371027475,2020-07-22,"model_4","1",0.0116290705472213
"269",-0.0622020043837827,2020-07-22,"model_4","2",0.0116290705472213
"3139",0.0198716672810328,2020-07-22,"model_4","3",0.0116290705472213
"136",0.0433593316551207,2020-07-23,"model_4","1",0.0116282388681967
"270",-0.0622857202436866,2020-07-23,"model_4","2",0.0116282388681967
"3140",0.0189263885885709,2020-07-23,"model_4","3",0.0116282388681967
"137",0.0434273465469116,2020-07-24,"model_4","1",0.0115686220286084
"271",-0.0634986590073501,2020-07-24,"model_4","2",0.0115686220286084
"3141",0.0200713124604431,2020-07-24,"model_4","3",0.0115686220286084
"138",0.0285988113467057,2020-07-25,"model_4","1",0.0117318477334544
"272",-0.0623219947904743,2020-07-25,"model_4","2",0.0117318477334544
"3142",0.0337231834437724,2020-07-25,"model_4","3",0.0117318477334544
"139",0.0263911228378078,2020-07-26,"model_4","1",0.0115702553450198
"273",-0.0603402698395666,2020-07-26,"model_4","2",0.0115702553450198
"3143",0.0339491470017536,2020-07-26,"model_4","3",0.0115702553450198
"140",0.0195672244977377,2020-07-27,"model_4","1",0.010767623421843
"274",-0.0491607466062749,2020-07-27,"model_4","2",0.010767623421843
"3144",0.0295935221085331,2020-07-27,"model_4","3",0.010767623421843
"141",0.0102236644375187,2020-07-28,"model_4","1",0.00932734666899221
"275",-0.044511643900637,2020-07-28,"model_4","2",0.00932734666899221
"3145",0.0342879794631078,2020-07-28,"model_4","3",0.00932734666899221
"142",0.0120756026038085,2020-07-29,"model_4","1",0.00991226684323823
"276",-0.0533194195396659,2020-07-29,"model_4","2",0.00991226684323823
"3146",0.0412438169358585,2020-07-29,"model_4","3",0.00991226684323823
"143",0.0120052085936148,2020-07-30,"model_4","1",0.00989820419448346
"277",-0.0533083802510268,2020-07-30,"model_4","2",0.00989820419448346
"3147",0.0413031716574095,2020-07-30,"model_4","3",0.00989820419448346
"144",0.0116533258119827,2020-07-31,"model_4","1",0.00989380862853583
"278",-0.0534003924502065,2020-07-31,"model_4","2",0.00989380862853583
"3148",0.0417470666382238,2020-07-31,"model_4","3",0.00989380862853583
"145",0.0094547062203154,2020-08-01,"model_4","1",0.00989516208337438
"279",-0.0545543905244502,2020-08-01,"model_4","2",0.00989516208337438
"3149",0.0450996843041306,2020-08-01,"model_4","3",0.00989516208337438
"146",0.00897655143878238,2020-08-02,"model_4","1",0.00991955431210609
"280",-0.0562888327769794,2020-08-02,"model_4","2",0.00991955431210609
"3150",0.0473122813381968,2020-08-02,"model_4","3",0.00991955431210609
"147",0.00795419310389727,2020-08-03,"model_4","1",0.00986764078089793
"281",-0.0541289196032433,2020-08-03,"model_4","2",0.00986764078089793
"3151",0.0461747264993452,2020-08-03,"model_4","3",0.00986764078089793
"148",0.00900969366403188,2020-08-04,"model_4","1",0.0100793584325239
"282",-0.0578696097968415,2020-08-04,"model_4","2",0.0100793584325239
"3152",0.0488599161328079,2020-08-04,"model_4","3",0.0100793584325239
"149",0.00868860722513014,2020-08-05,"model_4","1",0.0100039349480512
"283",-0.0554764296652378,2020-08-05,"model_4","2",0.0100039349480512
"3153",0.0467878224401045,2020-08-05,"model_4","3",0.0100039349480512
"150",0.00879889256225731,2020-08-06,"model_4","1",0.00997482143877285
"284",-0.0548998167386204,2020-08-06,"model_4","2",0.00997482143877285
"3154",0.0461009241763666,2020-08-06,"model_4","3",0.00997482143877285
"151",0.00770176563641122,2020-08-07,"model_4","1",0.00997820823814689
"285",-0.0544748473677805,2020-08-07,"model_4","2",0.00997820823814689
"3155",0.0467730817313783,2020-08-07,"model_4","3",0.00997820823814689
"152",0.00679336932496307,2020-08-08,"model_4","1",0.00996003937185039
"286",-0.0544284777969502,2020-08-08,"model_4","2",0.00996003937185039
"3156",0.0476351084719879,2020-08-08,"model_4","3",0.00996003937185039
"153",0.00622246625035233,2020-08-09,"model_4","1",0.00997292407217675
"287",-0.0559546853883938,2020-08-09,"model_4","2",0.00997292407217675
"3157",0.049732219138038,2020-08-09,"model_4","3",0.00997292407217675
"154",0.00581106939530001,2020-08-10,"model_4","1",0.0100831673959655
"288",-0.0528347195819417,2020-08-10,"model_4","2",0.0100831673959655
"3158",0.0470236501866406,2020-08-10,"model_4","3",0.0100831673959655
"155",0.00602211722555433,2020-08-11,"model_4","1",0.0100959224429078
"289",-0.0535088192903206,2020-08-11,"model_4","2",0.0100959224429078
"3159",0.0474867020647661,2020-08-11,"model_4","3",0.0100959224429078
"156",0.0044170613072061,2020-08-12,"model_4","1",0.00993979763254766
"290",-0.0546286831332014,2020-08-12,"model_4","2",0.00993979763254766
"3160",0.0502116218259886,2020-08-12,"model_4","3",0.00993979763254766
"157",0.00585319432590166,2020-08-13,"model_4","1",0.0100513928300362
"291",-0.0516712057820879,2020-08-13,"model_4","2",0.0100513928300362
"3161",0.0458180114561862,2020-08-13,"model_4","3",0.0100513928300362
"158",0.00585295811769481,2020-08-14,"model_4","1",0.0100380701542539
"292",-0.0513930264256399,2020-08-14,"model_4","2",0.0100380701542539
"3162",0.0455400683079438,2020-08-14,"model_4","3",0.0100380701542539
"159",0.0051801581934638,2020-08-15,"model_4","1",0.010084493971444
"293",-0.0508001432473351,2020-08-15,"model_4","2",0.010084493971444
"3163",0.045619985053867,2020-08-15,"model_4","3",0.010084493971444
"160",0.00349353444707869,2020-08-16,"model_4","1",0.0101794698186895
"294",-0.0504593049257838,2020-08-16,"model_4","2",0.0101794698186895
"3164",0.0469657704786949,2020-08-16,"model_4","3",0.0101794698186895
"161",0.00291518912295224,2020-08-17,"model_4","1",0.0101985430963968
"295",-0.0486593711791363,2020-08-17,"model_4","2",0.0101985430963968
"3165",0.0457441820561854,2020-08-17,"model_4","3",0.0101985430963968
"162",0.0035690766225213,2020-08-18,"model_4","1",0.010331785665608
"296",-0.0504626605091739,2020-08-18,"model_4","2",0.010331785665608
"3166",0.0468935838866582,2020-08-18,"model_4","3",0.010331785665608
"163",0.00290771323042999,2020-08-19,"model_4","1",0.0102668641052447
"297",-0.0499186357337291,2020-08-19,"model_4","2",0.0102668641052447
"3167",0.0470109225032974,2020-08-19,"model_4","3",0.0102668641052447
"164",0.00367246407022073,2020-08-20,"model_4","1",0.0103134049267082
"298",-0.0486514263359281,2020-08-20,"model_4","2",0.0103134049267082
"3168",0.0449789622657069,2020-08-20,"model_4","3",0.0103134049267082
"165",0.00421160702630715,2020-08-21,"model_4","1",0.0103210528952294
"299",-0.0483551764652547,2020-08-21,"model_4","2",0.0103210528952294
"3169",0.0441435694389422,2020-08-21,"model_4","3",0.0103210528952294
"166",0.00292597628136589,2020-08-22,"model_4","1",0.0103160754701923
"2100",-0.0518279763319409,2020-08-22,"model_4","2",0.0103160754701923
"3170",0.0489020000505646,2020-08-22,"model_4","3",0.0103160754701923
"167",0.00393242859530541,2020-08-23,"model_4","1",0.0102388479063145
"2101",-0.0542920851078301,2020-08-23,"model_4","2",0.0102388479063145
"3171",0.0503596565125345,2020-08-23,"model_4","3",0.0102388479063145
"168",0.00335167059725224,2020-08-24,"model_4","1",0.0102524124963378
"2102",-0.0507760634394897,2020-08-24,"model_4","2",0.0102524124963378
"3172",0.0474243928422368,2020-08-24,"model_4","3",0.0102524124963378
"169",0.00396569576440007,2020-08-25,"model_4","1",0.010302072904713
"2103",-0.0498603184404173,2020-08-25,"model_4","2",0.010302072904713
"3173",0.0458946226760203,2020-08-25,"model_4","3",0.010302072904713
"170",0.00482659163532371,2020-08-26,"model_4","1",0.0101655969065943
"2104",-0.0422298041012081,2020-08-26,"model_4","2",0.0101655969065943
"3174",0.0374032124658843,2020-08-26,"model_4","3",0.0101655969065943
"171",0.00550231462796636,2020-08-27,"model_4","1",0.0102057673197114
"2105",-0.040361962912378,2020-08-27,"model_4","2",0.0102057673197114
"3175",0.0348596482844097,2020-08-27,"model_4","3",0.0102057673197114
"172",0.00571343220326712,2020-08-28,"model_4","1",0.0102467852232415
"2106",-0.0367090821308129,2020-08-28,"model_4","2",0.0102467852232415
"3176",0.030995649927543,2020-08-28,"model_4","3",0.0102467852232415
"173",0.00494034453715682,2020-08-29,"model_4","1",0.0102529880308719
"2107",-0.0358541717868232,2020-08-29,"model_4","2",0.0102529880308719
"3177",0.0309138272496727,2020-08-29,"model_4","3",0.0102529880308719
"174",0.00279206124769257,2020-08-30,"model_4","1",0.0102599323926136
"2108",-0.0354765857869452,2020-08-30,"model_4","2",0.0102599323926136
"3178",0.0326845245392531,2020-08-30,"model_4","3",0.0102599323926136
"175",0.000705177348314901,2020-08-31,"model_4","1",0.0100627201086149
"2109",-0.0332134189514047,2020-08-31,"model_4","2",0.0100627201086149
"3179",0.0325082416030883,2020-08-31,"model_4","3",0.0100627201086149
"176",0.00114477478845863,2020-09-01,"model_4","1",0.0102736772324636
"2110",-0.0355572298585763,2020-09-01,"model_4","2",0.0102736772324636
"3180",0.0344124550701141,2020-09-01,"model_4","3",0.0102736772324636
