"","X.Intercept.","date_2","sub_model","lockdown_level","se"
"430",0.291609844780933,2020-04-04,"model_2","4",0.0592135701297114
"530",-0.651682549958058,2020-04-04,"model_2","5",0.0592135701297114
"331",0.355439685932103,2020-04-05,"model_2","3",0.0586889166431129
"431",0.286908559177307,2020-04-05,"model_2","4",0.0586889166431129
"531",-0.642348245109413,2020-04-05,"model_2","5",0.0586889166431129
"332",0.347603519950174,2020-04-06,"model_2","3",0.0578308167886379
"432",0.282129299226832,2020-04-06,"model_2","4",0.0578308167886379
"532",-0.629732819176997,2020-04-06,"model_2","5",0.0578308167886379
"333",0.351221913109493,2020-04-07,"model_2","3",0.0581447360919628
"433",0.283421360602028,2020-04-07,"model_2","4",0.0581447360919628
"533",-0.634643273711515,2020-04-07,"model_2","5",0.0581447360919628
"334",0.34151234389701,2020-04-08,"model_2","3",0.0575571690913152
"434",0.276296463536206,2020-04-08,"model_2","4",0.0575571690913152
"534",-0.617808807433216,2020-04-08,"model_2","5",0.0575571690913152
"335",0.34185955227628,2020-04-09,"model_2","3",0.0581999810826859
"435",0.275228214865274,2020-04-09,"model_2","4",0.0581999810826859
"535",-0.617087767141555,2020-04-09,"model_2","5",0.0581999810826859
"336",0.332063622768678,2020-04-10,"model_2","3",0.0559365017904789
"436",0.269166579297388,2020-04-10,"model_2","4",0.0559365017904789
"536",-0.601230202066075,2020-04-10,"model_2","5",0.0559365017904789
"337",0.330069639968216,2020-04-11,"model_2","3",0.0559815800585246
"437",0.267125985077649,2020-04-11,"model_2","4",0.0559815800585246
"537",-0.597195625045867,2020-04-11,"model_2","5",0.0559815800585246
"338",0.322143158479227,2020-04-12,"model_2","3",0.0545961229700516
"438",0.263277010232425,2020-04-12,"model_2","4",0.0545961229700516
"538",-0.585420168711646,2020-04-12,"model_2","5",0.0545961229700516
"339",0.31132069514062,2020-04-13,"model_2","3",0.0532263824015497
"439",0.255972093751071,2020-04-13,"model_2","4",0.0532263824015497
"539",-0.567292788891693,2020-04-13,"model_2","5",0.0532263824015497
"340",0.297462611858987,2020-04-14,"model_2","3",0.0529605297186593
"440",0.240561354766419,2020-04-14,"model_2","4",0.0529605297186593
"540",-0.538023966625412,2020-04-14,"model_2","5",0.0529605297186593
"341",0.295619019311771,2020-04-15,"model_2","3",0.0526364120698804
"441",0.239260597377063,2020-04-15,"model_2","4",0.0526364120698804
"541",-0.534879616688833,2020-04-15,"model_2","5",0.0526364120698804
"342",0.298908864916876,2020-04-16,"model_2","3",0.0531077969892934
"442",0.237220502587681,2020-04-16,"model_2","4",0.0531077969892934
"542",-0.536129367504554,2020-04-16,"model_2","5",0.0531077969892934
"343",0.301754000275101,2020-04-17,"model_2","3",0.0544446024359647
"443",0.23952319212382,2020-04-17,"model_2","4",0.0544446024359647
"543",-0.541277192398922,2020-04-17,"model_2","5",0.0544446024359647
"344",0.296622813339369,2020-04-18,"model_2","3",0.053533961338166
"444",0.235825072728379,2020-04-18,"model_2","4",0.053533961338166
"544",-0.532447886067739,2020-04-18,"model_2","5",0.053533961338166
"345",0.296432210129826,2020-04-19,"model_2","3",0.0537781366076959
"445",0.235201916751331,2020-04-19,"model_2","4",0.0537781366076959
"545",-0.531634126881152,2020-04-19,"model_2","5",0.0537781366076959
"346",0.296634406249691,2020-04-20,"model_2","3",0.0539818505345639
"446",0.231775708608211,2020-04-20,"model_2","4",0.0539818505345639
"546",-0.528410114857898,2020-04-20,"model_2","5",0.0539818505345639
"347",0.296929527778725,2020-04-21,"model_2","3",0.0545450363744516
"447",0.232276819824024,2020-04-21,"model_2","4",0.0545450363744516
"547",-0.529206347602758,2020-04-21,"model_2","5",0.0545450363744516
"348",0.289689973820297,2020-04-22,"model_2","3",0.054899606757098
"448",0.220294310762297,2020-04-22,"model_2","4",0.054899606757098
"548",-0.509984284582592,2020-04-22,"model_2","5",0.054899606757098
"349",0.296049528972236,2020-04-23,"model_2","3",0.0578301527103292
"449",0.220228198335971,2020-04-23,"model_2","4",0.0578301527103292
"549",-0.516277727308208,2020-04-23,"model_2","5",0.0578301527103292
"350",0.288593843901793,2020-04-24,"model_2","3",0.0557196960340978
"450",0.216790599180249,2020-04-24,"model_2","4",0.0557196960340978
"550",-0.505384443082041,2020-04-24,"model_2","5",0.0557196960340978
"2",0.271801059608422,2020-04-25,"model_2","2",0.0608360374124005
"351",0.189678341814149,2020-04-25,"model_2","3",0.0608360374124005
"451",0.117227529579409,2020-04-25,"model_2","4",0.0608360374124005
"551",-0.578706931001993,2020-04-25,"model_2","5",0.0608360374124005
"21",0.223766320908166,2020-04-26,"model_2","2",0.0637228091517315
"352",0.214629568021023,2020-04-26,"model_2","3",0.0637228091517315
"452",0.137137852817515,2020-04-26,"model_2","4",0.0637228091517315
"552",-0.575533741746709,2020-04-26,"model_2","5",0.0637228091517315
"22",0.199254216309534,2020-04-27,"model_2","2",0.0656543527507735
"353",0.213878392799219,2020-04-27,"model_2","3",0.0656543527507735
"453",0.133866670251638,2020-04-27,"model_2","4",0.0656543527507735
"553",-0.54699927936039,2020-04-27,"model_2","5",0.0656543527507735
"23",0.277213311941498,2020-04-28,"model_2","2",0.0700938449109573
"354",0.193303219833003,2020-04-28,"model_2","3",0.0700938449109573
"454",0.107582979789483,2020-04-28,"model_2","4",0.0700938449109573
"554",-0.57809951156399,2020-04-28,"model_2","5",0.0700938449109573
"24",0.302224849271686,2020-04-29,"model_2","2",0.0722880397337416
"355",0.173144627668255,2020-04-29,"model_2","3",0.0722880397337416
"455",0.0828845247318301,2020-04-29,"model_2","4",0.0722880397337416
"555",-0.558254001671795,2020-04-29,"model_2","5",0.0722880397337416
"25",0.27568443954402,2020-04-30,"model_2","2",0.0792865099400081
"356",0.175067965296388,2020-04-30,"model_2","3",0.0792865099400081
"456",0.0684427731161504,2020-04-30,"model_2","4",0.0792865099400081
"556",-0.519195177956553,2020-04-30,"model_2","5",0.0792865099400081
"26",0.267136717046132,2020-05-01,"model_2","2",0.0842612730982231
"357",0.176652494105699,2020-05-01,"model_2","3",0.0842612730982231
"457",0.0662392306659807,2020-05-01,"model_2","4",0.0842612730982231
"557",-0.510028441817803,2020-05-01,"model_2","5",0.0842612730982231
"27",0.249169723575663,2020-05-02,"model_2","2",0.0899356240217209
"358",0.164578866049884,2020-05-02,"model_2","3",0.0899356240217209
"458",0.0542203662002691,2020-05-02,"model_2","4",0.0899356240217209
"558",-0.467968955825806,2020-05-02,"model_2","5",0.0899356240217209
"28",0.239849455621877,2020-05-03,"model_2","2",0.0872725786897122
"359",0.14544495727782,2020-05-03,"model_2","3",0.0872725786897122
"459",0.038319209590532,2020-05-03,"model_2","4",0.0872725786897122
"559",-0.423613622490245,2020-05-03,"model_2","5",0.0872725786897122
"29",0.128123577525631,2020-05-04,"model_2","2",0.0833827991456591
"360",0.0500639702425122,2020-05-04,"model_2","3",0.0833827991456591
"460",-0.0194963904867987,2020-05-04,"model_2","4",0.0833827991456591
"560",-0.158691157281349,2020-05-04,"model_2","5",0.0833827991456591
"210",1.17979541275999e-07,2020-05-05,"model_2","2",0.0756606654797227
"361",-5.94273530325334e-09,2020-05-05,"model_2","3",0.0756606654797227
"461",-1.12036805974525e-07,2020-05-05,"model_2","4",0.0756606654797227
"211",6.43579318664265e-07,2020-05-06,"model_2","2",0.0700553663235897
"362",-4.91503737969816e-08,2020-05-06,"model_2","3",0.0700553663235897
"462",-5.94428944868697e-07,2020-05-06,"model_2","4",0.0700553663235897
"212",4.93903597392281e-07,2020-05-07,"model_2","2",0.0705143946746684
"363",-2.68104797649862e-08,2020-05-07,"model_2","3",0.0705143946746684
"463",-4.67093117626219e-07,2020-05-07,"model_2","4",0.0705143946746684
"213",1.24032554797778e-07,2020-05-08,"model_2","2",0.0703435420936932
"364",-9.5937394158818e-10,2020-05-08,"model_2","3",0.0703435420936932
"464",-1.23073180855722e-07,2020-05-08,"model_2","4",0.0703435420936932
"214",9.82308693442595e-08,2020-05-09,"model_2","2",0.0702227498543489
"365",1.0961599590191e-09,2020-05-09,"model_2","3",0.0702227498543489
"465",-9.93270293035209e-08,2020-05-09,"model_2","4",0.0702227498543489
"215",2.40716999744081e-07,2020-05-10,"model_2","2",0.0711818610792116
"366",3.24768515522737e-09,2020-05-10,"model_2","3",0.0711818610792116
"466",-2.43964684899653e-07,2020-05-10,"model_2","4",0.0711818610792116
"216",4.04374724654005e-07,2020-05-11,"model_2","2",0.0728670433347496
"367",-4.28648724351218e-09,2020-05-11,"model_2","3",0.0728670433347496
"467",-4.00088237414393e-07,2020-05-11,"model_2","4",0.0728670433347496
"217",2.05894212743772e-07,2020-05-12,"model_2","2",0.0722267851197603
"368",-4.23954553355196e-09,2020-05-12,"model_2","3",0.0722267851197603
"468",-2.01654667209899e-07,2020-05-12,"model_2","4",0.0722267851197603
"218",2.91300284466778e-07,2020-05-13,"model_2","2",0.0727897731908031
"369",-9.26529088020147e-09,2020-05-13,"model_2","3",0.0727897731908031
"469",-2.82034993589144e-07,2020-05-13,"model_2","4",0.0727897731908031
"219",1.28286160306077e-07,2020-05-14,"model_2","2",0.0737599142504078
"370",-2.21349431495551e-09,2020-05-14,"model_2","3",0.0737599142504078
"470",-1.26072665991775e-07,2020-05-14,"model_2","4",0.0737599142504078
"220",6.48546281678032e-08,2020-05-15,"model_2","2",0.0707506195354418
"371",4.5893597274144e-10,2020-05-15,"model_2","3",0.0707506195354418
"471",-6.53135641397658e-08,2020-05-15,"model_2","4",0.0707506195354418
"221",8.83931224276413e-08,2020-05-16,"model_2","2",0.0699695990130793
"372",8.40152316412633e-10,2020-05-16,"model_2","3",0.0699695990130793
"472",-8.9233274742841e-08,2020-05-16,"model_2","4",0.0699695990130793
"222",6.25167703728659e-08,2020-05-17,"model_2","2",0.0694479263526487
"373",1.63253439844335e-09,2020-05-17,"model_2","3",0.0694479263526487
"473",-6.41493047719006e-08,2020-05-17,"model_2","4",0.0694479263526487
"223",9.98797582071651e-08,2020-05-18,"model_2","2",0.0696849202319149
"374",2.86326153124149e-10,2020-05-18,"model_2","3",0.0696849202319149
"474",-1.00166084360381e-07,2020-05-18,"model_2","4",0.0696849202319149
"224",7.07018813160585e-08,2020-05-19,"model_2","2",0.0699958856833002
"375",8.75018665084408e-10,2020-05-19,"model_2","3",0.0699958856833002
"475",-7.15768999808676e-08,2020-05-19,"model_2","4",0.0699958856833002
"225",7.74436912514889e-08,2020-05-20,"model_2","2",0.0698497702564925
"376",-1.35712301518661e-09,2020-05-20,"model_2","3",0.0698497702564925
"476",-7.60865682349763e-08,2020-05-20,"model_2","4",0.0698497702564925
"226",8.33361826039694e-08,2020-05-21,"model_2","2",0.0715581059975458
"377",-3.06374991948195e-09,2020-05-21,"model_2","3",0.0715581059975458
"477",-8.02724326846213e-08,2020-05-21,"model_2","4",0.0715581059975458
"227",5.10572247616545e-08,2020-05-22,"model_2","2",0.0693320364500586
"378",1.03994506244114e-09,2020-05-22,"model_2","3",0.0693320364500586
"478",-5.20971698244522e-08,2020-05-22,"model_2","4",0.0693320364500586
"228",2.84522570715458e-08,2020-05-23,"model_2","2",0.0637675661881199
"379",-1.72192291290979e-10,2020-05-23,"model_2","3",0.0637675661881199
"479",-2.82800647794051e-08,2020-05-23,"model_2","4",0.0637675661881199
"229",3.11204726998139e-08,2020-05-24,"model_2","2",0.0669890733088632
"380",-2.36869598952933e-10,2020-05-24,"model_2","3",0.0669890733088632
"480",-3.08836031009525e-08,2020-05-24,"model_2","4",0.0669890733088632
"230",4.42010841875336e-08,2020-05-25,"model_2","2",0.0670308944309189
"381",-1.7422545674072e-09,2020-05-25,"model_2","3",0.0670308944309189
"481",-4.2458829619941e-08,2020-05-25,"model_2","4",0.0670308944309189
"231",6.31544881290676e-08,2020-05-26,"model_2","2",0.0657644105290004
"382",-2.76191882378305e-09,2020-05-26,"model_2","3",0.0657644105290004
"482",-6.03925693038877e-08,2020-05-26,"model_2","4",0.0657644105290004
"232",5.33445546227296e-08,2020-05-27,"model_2","2",0.0652288919307031
"383",-5.9981352882383e-09,2020-05-27,"model_2","3",0.0652288919307031
"483",-4.73464193334513e-08,2020-05-27,"model_2","4",0.0652288919307031
"233",3.44427038512757e-08,2020-05-28,"model_2","2",0.0664484186973042
"384",-5.57731913733255e-09,2020-05-28,"model_2","3",0.0664484186973042
"484",-2.88653847141899e-08,2020-05-28,"model_2","4",0.0664484186973042
"1",2.2404214760563e-07,2020-05-29,"model_2","1",0.0712036412881026
"234",7.38065672587666e-08,2020-05-29,"model_2","2",0.0712036412881026
"385",-8.73818095833453e-08,2020-05-29,"model_2","3",0.0712036412881026
"485",-2.10466905278154e-07,2020-05-29,"model_2","4",0.0712036412881026
"11",0.231339595472904,2020-05-30,"model_2","1",0.0697743948580017
"235",-0.00912332791611682,2020-05-30,"model_2","2",0.0697743948580017
"386",-0.0805456517909416,2020-05-30,"model_2","3",0.0697743948580017
"486",-0.141670615765847,2020-05-30,"model_2","4",0.0697743948580017
"12",0.279242356661158,2020-05-31,"model_2","1",0.067996396149247
"236",-0.0192136407372118,2020-05-31,"model_2","2",0.067996396149247
"387",-0.0963039788056198,2020-05-31,"model_2","3",0.067996396149247
"487",-0.163724737118321,2020-05-31,"model_2","4",0.067996396149247
"13",0.20930954414315,2020-06-01,"model_2","1",0.0722227877197241
"237",0.00292274002429096,2020-06-01,"model_2","2",0.0722227877197241
"388",-0.0680856277482732,2020-06-01,"model_2","3",0.0722227877197241
"488",-0.144146656419167,2020-06-01,"model_2","4",0.0722227877197241
"14",0.193536938024731,2020-06-02,"model_2","1",0.0716845407624638
"238",0.00338067545268493,2020-06-02,"model_2","2",0.0716845407624638
"389",-0.0645957006807926,2020-06-02,"model_2","3",0.0716845407624638
"489",-0.132321912796624,2020-06-02,"model_2","4",0.0716845407624638
"15",0.258483424778562,2020-06-03,"model_2","1",0.0715016196856756
"239",-0.00066518834331622,2020-06-03,"model_2","2",0.0715016196856756
"390",-0.0781933209072529,2020-06-03,"model_2","3",0.0715016196856756
"490",-0.179624915527995,2020-06-03,"model_2","4",0.0715016196856756
"16",0.0820312396206987,2020-06-04,"model_2","1",0.082591084446204
"240",-0.0129453516697487,2020-06-04,"model_2","2",0.082591084446204
"391",-0.0464451808083095,2020-06-04,"model_2","3",0.082591084446204
"491",-0.0226407071426311,2020-06-04,"model_2","4",0.082591084446204
"17",0.0918418659963168,2020-06-05,"model_2","1",0.0659924656928728
"241",-0.0224790978810281,2020-06-05,"model_2","2",0.0659924656928728
"392",-0.0693627681152928,2020-06-05,"model_2","3",0.0659924656928728
"18",0.0619285258155495,2020-06-06,"model_2","1",0.0662753725391845
"242",-0.01497664372307,2020-06-06,"model_2","2",0.0662753725391845
"393",-0.0469518820924766,2020-06-06,"model_2","3",0.0662753725391845
"19",1.20724410070672e-06,2020-06-07,"model_2","1",0.0619829294779774
"243",-1.83818690265617e-07,2020-06-07,"model_2","2",0.0619829294779774
"394",-1.02342541044405e-06,2020-06-07,"model_2","3",0.0619829294779774
"110",0.0250193114730483,2020-06-08,"model_2","1",0.0658108861284872
"244",-0.00448726229280911,2020-06-08,"model_2","2",0.0658108861284872
"395",-0.0205320491802399,2020-06-08,"model_2","3",0.0658108861284872
"111",8.6860128224158e-07,2020-06-09,"model_2","1",0.0654346049388282
"245",-1.18823668708757e-07,2020-06-09,"model_2","2",0.0654346049388282
"396",-7.4977761353198e-07,2020-06-09,"model_2","3",0.0654346049388282
"112",4.44913233458725e-07,2020-06-10,"model_2","1",0.0650062991745811
"246",-6.11241345646725e-08,2020-06-10,"model_2","2",0.0650062991745811
"397",-3.8378909889203e-07,2020-06-10,"model_2","3",0.0650062991745811
"113",4.72403314505712e-08,2020-06-11,"model_2","1",0.0600563645603112
"247",1.27279420100807e-09,2020-06-11,"model_2","2",0.0600563645603112
"398",-4.85131256514094e-08,2020-06-11,"model_2","3",0.0600563645603112
"114",7.26540369602623e-08,2020-06-12,"model_2","1",0.0644407093554048
"248",-1.88708806159528e-09,2020-06-12,"model_2","2",0.0644407093554048
"399",-7.07669488993762e-08,2020-06-12,"model_2","3",0.0644407093554048
"115",6.08527797112997e-08,2020-06-13,"model_2","1",0.0643818658033841
"249",-5.34467599238705e-10,2020-06-13,"model_2","2",0.0643818658033841
"3100",-6.03183121090011e-08,2020-06-13,"model_2","3",0.0643818658033841
"116",5.51238019857877e-08,2020-06-14,"model_2","1",0.0646701118551085
"250",-1.02192418943815e-09,2020-06-14,"model_2","2",0.0646701118551085
"3101",-5.41018777967687e-08,2020-06-14,"model_2","3",0.0646701118551085
"117",6.88514851353044e-08,2020-06-15,"model_2","1",0.0648442505801599
"251",-1.6152599922901e-09,2020-06-15,"model_2","2",0.0648442505801599
"3102",-6.72362251448747e-08,2020-06-15,"model_2","3",0.0648442505801599
"118",9.08954898214262e-08,2020-06-16,"model_2","1",0.0657848199006419
"252",2.67070314620609e-09,2020-06-16,"model_2","2",0.0657848199006419
"3103",-9.35661929679116e-08,2020-06-16,"model_2","3",0.0657848199006419
"119",6.13797247777597e-08,2020-06-17,"model_2","1",0.0648775968138977
"253",1.76396873267756e-09,2020-06-17,"model_2","2",0.0648775968138977
"3104",-6.31436935104337e-08,2020-06-17,"model_2","3",0.0648775968138977
"120",5.66092749923284e-08,2020-06-18,"model_2","1",0.0648847976205463
"254",2.95433378135117e-09,2020-06-18,"model_2","2",0.0648847976205463
"3105",-5.95636087734968e-08,2020-06-18,"model_2","3",0.0648847976205463
"121",5.59627787294521e-08,2020-06-19,"model_2","1",0.0645619882692809
"255",4.87116992119655e-09,2020-06-19,"model_2","2",0.0645619882692809
"3106",-6.08339486505663e-08,2020-06-19,"model_2","3",0.0645619882692809
"122",7.66277569333789e-08,2020-06-20,"model_2","1",0.065293238351817
"256",4.48119085523606e-09,2020-06-20,"model_2","2",0.065293238351817
"3107",-8.11089477857121e-08,2020-06-20,"model_2","3",0.065293238351817
"123",9.23575607761254e-08,2020-06-21,"model_2","1",0.0649983509794189
"257",4.14419699430915e-09,2020-06-21,"model_2","2",0.0649983509794189
"3108",-9.65017577664309e-08,2020-06-21,"model_2","3",0.0649983509794189
"124",1.60557167879431e-07,2020-06-22,"model_2","1",0.0653314535919023
"258",5.37737507328699e-09,2020-06-22,"model_2","2",0.0653314535919023
"3109",-1.65934542953818e-07,2020-06-22,"model_2","3",0.0653314535919023
"125",2.34468481157899e-07,2020-06-23,"model_2","1",0.0665515630239737
"259",1.37002732331412e-08,2020-06-23,"model_2","2",0.0665515630239737
"3110",-2.48168754389397e-07,2020-06-23,"model_2","3",0.0665515630239737
"126",1.28038286718138e-07,2020-06-24,"model_2","1",0.066144954990721
"260",4.47078150989067e-09,2020-06-24,"model_2","2",0.066144954990721
"3111",-1.32509068229387e-07,2020-06-24,"model_2","3",0.066144954990721
"127",1.15608428610631e-07,2020-06-25,"model_2","1",0.0666557453050396
"261",5.38624062619733e-09,2020-06-25,"model_2","2",0.0666557453050396
"3112",-1.20994669241649e-07,2020-06-25,"model_2","3",0.0666557453050396
"128",1.28290467918746e-07,2020-06-26,"model_2","1",0.0668442443756646
"262",1.02883978293026e-08,2020-06-26,"model_2","2",0.0668442443756646
"3113",-1.38578865750578e-07,2020-06-26,"model_2","3",0.0668442443756646
"129",1.17695027987529e-07,2020-06-27,"model_2","1",0.0667412553642624
"263",9.50232598742632e-09,2020-06-27,"model_2","2",0.0667412553642624
"3114",-1.2719735397206e-07,2020-06-27,"model_2","3",0.0667412553642624
"130",1.87655197480372e-07,2020-06-28,"model_2","1",0.0672528143176004
"264",1.66103247031953e-08,2020-06-28,"model_2","2",0.0672528143176004
"3115",-2.04265522184303e-07,2020-06-28,"model_2","3",0.0672528143176004
"131",0.0102706915484313,2020-06-29,"model_2","1",0.0676455684756695
"265",0.000876502710434432,2020-06-29,"model_2","2",0.0676455684756695
